sentence_id,instance_id,raw_text,targets
298,297,"tempatnya nyaman , bersih , dekat kemanakemana . kurang nya cuma 1 . belum tersedia sarapan . kalau ditambah pelayanan sarapan ini . tambah buat nyaman : ) .","[{'term': 'tempatnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'dekat kemanakemana', 'polarity': 'negative'}, {'term': 'sarapan', 'opinion': 'belum tersedia', 'polarity': 'negative'}]"
299,298,sangat di rekomendasikan untuk berlibur ke bali dengan modal sedikit .,"[{'term': 'null', 'opinion': 'sangat di rekomendasikan untuk berlibur ke bali dengan modal sedikit', 'polarity': 'positive'}]"
300,299,"balkon banyak puntung rokok , wifi tidak bisa alasannya karena kamar dipojok , kunci toilet nya rusak . tetapi kamar nya bersih dan tenang . harga bersahabat .","[{'term': 'balkon', 'opinion': 'banyak puntung rokok', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'tidak bisa alasannya karena kamar dipojok', 'polarity': 'negative'}, {'term': 'kunci toilet nya', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'kamar nya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar nya', 'opinion': 'tenang', 'polarity': 'positive'}, {'term': 'harga', 'opinion': 'bersahabat', 'polarity': 'positive'}]"
301,300,"sumpah yah cs nya galak se galak juteknya . gendeng , saya disini bayar hampir tiap hari hampir 2 minggu tetapi rasanya kok tidak melayani dengan baik , mau minta jatah aqua dan kebersihan saja harus ngemisngemis dulu baru dikasi . tetapi untuk fasilitas dan wifi oke banget cuma cs yang mudanya radarada .","[{'term': 'cs nya', 'opinion': 'galak se galak juteknya', 'polarity': 'negative'}, {'term': 'cs nya', 'opinion': 'gendeng', 'polarity': 'negative'}, {'term': 'cs nya', 'opinion': 'saya disini bayar hampir tiap hari hampir 2 minggu tetapi rasanya kok tidak melayani dengan baik', 'polarity': 'negative'}, {'term': 'jatah aqua', 'opinion': 'harus ngemisngemis dulu baru dikasi', 'polarity': 'positive'}, {'term': 'kebersihan', 'opinion': 'harus ngemisngemis dulu baru dikasi', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'oke banget', 'polarity': 'positive'}, {'term': 'wifi', 'opinion': 'oke banget', 'polarity': 'positive'}, {'term': 'cs yang mudanya', 'opinion': 'radarada', 'polarity': 'negative'}]"
302,301,"aku puas banget dengan hotel pakai airy di bangka . aku pikir jenis dan standar hotelnya mirip seperti begitu . ternyata beda banget dengan hotel ini . 1 . hotel ini tiga tingkat tetapi tidak ada lift 2 . tidak ada petugas buat angkat koper 3 . tidak ada restorant . intinya tmp ini tidak pantes di sebut sebagai hotel . lebih pantas kalau disebut "" kos kosan harian "" .","[{'term': 'hotel', 'opinion': 'beda banget', 'polarity': 'negative'}, {'term': 'lift', 'opinion': 'hotel ini tiga tingkat tetapi tidak ada lift', 'polarity': 'negative'}, {'term': 'petugas', 'opinion': 'tidak ada petugas buat angkat koper', 'polarity': 'negative'}, {'term': 'restorant', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'tmp ini', 'opinion': 'tidak pantes di sebut sebagai hotel', 'polarity': 'negative'}, {'term': 'tmp ini', 'opinion': 'lebih pantas kalau disebut "" kos kosan harian ""', 'polarity': 'negative'}]"
303,302,"lokasinya di dalam kota dekat mau kemana mana , tempatnya bersih dan tenang , hijau banyak tanaman , seperti rumah .","[{'term': 'lokasinya', 'opinion': 'di dalam kota', 'polarity': 'positive'}, {'term': 'lokasinya', 'opinion': 'dekat mau kemana mana', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'tenang', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'hijau banyak tanaman , seperti rumah', 'polarity': 'positive'}]"
304,303,"lumayan . sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai .","[{'term': 'kamar', 'opinion': 'sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai', 'polarity': 'negative'}]"
305,304,"terimakasih . atas keramahan nya , kebersihan tolong di tingkatkan . penghuni kamar banyak yang sangat berisik sekali .","[{'term': 'kebersihan', 'opinion': 'tolong di tingkatkan', 'polarity': 'negative'}, {'term': 'penghuni kamar', 'opinion': 'banyak yang sangat berisik sekali', 'polarity': 'negative'}]"
306,305,kamar mandi bau kasurnya kurang bersih lokasi strategis dekat dengan farmhouse .,"[{'term': 'kamar mandi', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'kasurnya', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'lokasi', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'dekat dengan farmhouse', 'polarity': 'positive'}]"
307,306,recommended banget buat backpacker .,"[{'term': 'null', 'opinion': 'recommended banget buat backpacker', 'polarity': 'positive'}]"
308,307,"kamar luas , bersih , dan nyaman . ada air panas . minus tv tidak ada siaran .","[{'term': 'kamar', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'air panas', 'opinion': 'ada', 'polarity': 'positive'}, {'term': 'tv', 'opinion': 'tidak ada siaran', 'polarity': 'negative'}]"
309,308,kualitas kamar dan pelayanan baik .,"[{'term': 'kualitas kamar', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'baik', 'polarity': 'positive'}]"
310,309,tenang banget . iya lumayan lah .,"[{'term': 'null', 'opinion': 'tenang banget', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'lumayan', 'polarity': 'positive'}]"
311,310,nyaman dan bersih .,"[{'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}]"
312,311,banjir di luar kamar mandi kamar sih bersih dan bagus walau pun ukurannya mini dan tempat tidur berada di atas .,"[{'term': 'kamar mandi', 'opinion': 'banjir di luar kamar mandi', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'mini', 'polarity': 'negative'}, {'term': 'tempat tidur', 'opinion': 'berada di atas', 'polarity': 'negative'}]"
313,312,tidak terdapat air panas buat minum .,"[{'term': 'air panas', 'opinion': 'tidak terdapat air panas buat minum', 'polarity': 'negative'}]"
314,313,lumayan bersih kamarnya . luas dan home banget .,"[{'term': 'kamarnya', 'opinion': 'lumayan bersih', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'home banget', 'polarity': 'positive'}]"
315,314,"terima kasih sudah menampung saya selama di cengkareng . ruangan bagus , nyaman juga . sedikit koreksi , kalau boleh kamar mandi di beri exhaust .","[{'term': 'ruangan', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'ruangan', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'sedikit koreksi , kalau boleh kamar mandi di beri exhaust', 'polarity': 'negative'}]"
316,315,ac dan air panas berfungsi sangat baik .,"[{'term': 'ac', 'opinion': 'berfungsi sangat baik', 'polarity': 'positive'}, {'term': 'air panas', 'opinion': 'berfungsi sangat baik', 'polarity': 'positive'}]"
317,316,kesan : fasilitas sangat bagus secara keseluruhan . masukan : air jangan sampai mati lagi : di .,"[{'term': 'fasilitas', 'opinion': 'sangat bagus secara keseluruhan', 'polarity': 'positive'}, {'term': 'air', 'opinion': 'jangan sampai mati lagi', 'polarity': 'negative'}]"
318,317,"kamar mandi kotor , kasur juga bau apek makanan tidak enak .","[{'term': 'kamar mandi', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'kasur', 'opinion': 'bau apek', 'polarity': 'negative'}, {'term': 'makanan', 'opinion': 'tidak enak', 'polarity': 'negative'}]"
319,318,"kamar nya bersih sekali , adem , nyaman pkoknya . harga sesuai banget sama kantong . very recomended .","[{'term': 'kamar nya', 'opinion': 'bersih sekali', 'polarity': 'positive'}, {'term': 'kamar nya', 'opinion': 'adem', 'polarity': 'positive'}, {'term': 'kamar nya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'harga', 'opinion': 'sesuai banget sama kantong', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'very recomended', 'polarity': 'positive'}]"
320,319,"kondisi tempat tidur terlihat tidak bersih , ruangan kamar pengap , di kamar mandi ada kecoak dan nyamuk , tidak ada perlengkapan mandi ( sikat dan pasta gigi ) .","[{'term': 'tempat tidur', 'opinion': 'terlihat tidak bersih', 'polarity': 'negative'}, {'term': 'ruangan kamar', 'opinion': 'pengap', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'ada kecoak dan nyamuk', 'polarity': 'negative'}, {'term': 'perlengkapan mandi', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'sikat', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'pasta gigi', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
321,320,"bagus , hanya agak kecil air kamar mandinya .","[{'term': 'air kamar mandinya', 'opinion': 'agak kecil', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'bagus', 'polarity': 'positive'}]"
322,321,"wifi nya dong benarkan , tidak bisa terhubung internet , mana sinyalnya susah lagi hilang timbul .","[{'term': 'internet', 'opinion': 'tidak bisa terhubung', 'polarity': 'negative'}, {'term': 'sinyalnya', 'opinion': 'susah lagi hilang timbul', 'polarity': 'negative'}, {'term': 'wifi nya', 'opinion': 'wifi nya dong benarkan', 'polarity': 'negative'}]"
323,322,makanannya enak walau minim varian .,"[{'term': 'makanannya', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'makanannya', 'opinion': 'minim varian', 'polarity': 'negative'}]"
324,323,"kain kasur selama 4 malam menginap tidak pernah di ganti , dan ac kurang dingin .","[{'term': 'kain kasur', 'opinion': 'kain kasur selama 4 malam menginap tidak pernah di ganti', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}]"
325,324,airy mantap . makanan nya oke snacksnack .,"[{'term': 'airy', 'opinion': 'mantap', 'polarity': 'positive'}, {'term': 'makanan nya', 'opinion': 'oke', 'polarity': 'positive'}]"
326,325,"ac nya waktu saya menginap ada yang bocor di ac , selebihnya nyaman saya disana udeh 3 kali saya disana dan yang terakhir saja ac nya bocor .","[{'term': 'ac nya', 'opinion': 'bocor', 'polarity': 'negative'}, {'term': 'selebihnya', 'opinion': 'nyaman', 'polarity': 'positive'}]"
327,326,"staf ramah sekali , terutama saat breakfast .","[{'term': 'staf', 'opinion': 'ramah sekali , terutama saat breakfast', 'polarity': 'positive'}]"
328,327,"nyaman , cuma tidak ada alas kaki dari hotel .","[{'term': 'alas kaki', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}]"
329,328,kamar dan kamar mandi bersih .,"[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'bersih', 'polarity': 'positive'}]"
330,329,"tempat bersih , petugas ramah dan cantik .","[{'term': 'tempat', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'petugas', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'petugas', 'opinion': 'cantik', 'polarity': 'positive'}]"
331,330,"resepsionis galak banget , tidak ramah sama . sekali , pintu kamar mandi tidak bisa ditutup , kamar sangat sempit tidak ada tempat untuk sembahyang .","[{'term': 'resepsionis', 'opinion': 'galak banget', 'polarity': 'negative'}, {'term': 'resepsionis', 'opinion': 'tidak ramah sama . sekali', 'polarity': 'negative'}, {'term': 'pintu kamar mandi', 'opinion': 'tidak bisa ditutup', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'sangat sempit', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'tidak ada tempat untuk sembahyang', 'polarity': 'negative'}]"
332,331,"hotel sangat nyaman tetapi sayangnya handuk kurang bagus dan tidak ada air panas padahal seharusnya ada , overall good lah .","[{'term': 'hotel', 'opinion': 'sangat nyaman', 'polarity': 'positive'}, {'term': 'handuk', 'opinion': 'kurang bagus', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'tidak ada air panas padahal seharusnya ada', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'good', 'polarity': 'positive'}]"
333,332,lumayan . cuma bantal nya kalau bisa di jemur atau di cuci . niar tidak bau keringat . terimakasih .,"[{'term': 'bantal', 'opinion': 'kalau bisa di jemur atau di cuci . niar tidak bau keringat', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'lumayan', 'polarity': 'positive'}]"
334,333,"ac tidak dingin , kunci kamar tidak bisa dipakai karena kehabisan tap card sehingga tiap keluar masuk kamar harus panggil petugas , kamar banyak ngengat kecil yang buat gatal .","[{'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'kunci kamar', 'opinion': 'tidak bisa dipakai karena kehabisan tap card sehingga tiap keluar masuk kamar harus panggil petugas', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'banyak ngengat kecil yang buat gatal', 'polarity': 'negative'}]"
335,334,pelayanan ramah . fasilitas kamar sesuai harapan .,"[{'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'fasilitas kamar', 'opinion': 'sesuai harapan', 'polarity': 'positive'}]"
336,335,sangat nyaman : ) .,"[{'term': 'null', 'opinion': 'sangat nyaman', 'polarity': 'positive'}]"
337,336,"kamar superior double nya tidak sesuai gambar , hot shower nya juga tidak ada . terimakasih .","[{'term': 'kamar', 'opinion': 'tidak sesuai gambar', 'polarity': 'negative'}, {'term': 'hot shower nya', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
338,337,"hotelnya bersih , nyaman tidak berisik , selalu di make up room tiap hari dan disediakan kembali toile .","[{'term': 'hotelnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'tidak berisik', 'polarity': 'positive'}, {'term': 'room', 'opinion': 'selalu di make up room tiap hari', 'polarity': 'positive'}]"
339,338,taman ditengah bagus tetapi banyak tidak terawat . semoga esok lebih rindang : ) .,"[{'term': 'taman', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'taman', 'opinion': 'banyak tidak terawat', 'polarity': 'negative'}]"
340,339,"( + ) letaknya strategis tepat didepan patung maskot bekantan ( + ) resepsionis ramah ( - ) jalan didepan hotel satu arah , sehingga menyulitkan saat jalan ramai ( - ) parkir terbatas untuk 3 mobil . sisanya uts parkir ditepi jalan .","[{'term': 'letaknya', 'opinion': 'strategis tepat didepan patung maskot bekantan', 'polarity': 'positive'}, {'term': 'resepsionis', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'jalan didepan hotel', 'opinion': 'satu arah , sehingga menyulitkan saat jalan ramai', 'polarity': 'negative'}, {'term': 'parkir', 'opinion': 'terbatas untuk 3 mobil . sisanya uts parkir ditepi jalan', 'polarity': 'negative'}]"
341,340,nyaman banget tempat dan suasananya .,"[{'term': 'tempat', 'opinion': 'nyaman banget', 'polarity': 'positive'}, {'term': 'suasananya', 'opinion': 'nyaman banget', 'polarity': 'positive'}]"
342,341,"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .","[{'term': 'parkiran', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'lambat', 'polarity': 'negative'}, {'term': 'jaringan', 'opinion': 'tidak sinyal', 'polarity': 'negative'}, {'term': 'breakfast', 'opinion': 'cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil', 'polarity': 'negative'}, {'term': 'breakfast', 'opinion': 'dingin', 'polarity': 'negative'}, {'term': 'breakfast', 'opinion': 'anyep rasanya', 'polarity': 'negative'}]"
343,342,"kamar kecil , kotor , ac rusak , seprai tidak diganti .","[{'term': 'kamar', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'seprai', 'opinion': 'tidak diganti', 'polarity': 'negative'}]"
344,343,"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .","[{'term': 'kamarnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'sangat baik', 'polarity': 'positive'}]"
345,344,"selimut dan bantal bau seperti belum dicuci , masih ada rambut bertebaran di bantal .","[{'term': 'selimut', 'opinion': 'bau seperti belum dicuci', 'polarity': 'negative'}, {'term': 'bantal', 'opinion': 'bau seperti belum dicuci', 'polarity': 'negative'}, {'term': 'bantal', 'opinion': 'masih ada rambut bertebaran di bantal', 'polarity': 'negative'}]"
346,345,"kamar nyaman , yang paling penting dekat dengan ugm .","[{'term': 'kamar', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'yang paling penting dekat dengan ugm', 'polarity': 'positive'}]"
347,346,foto kamar yang ditampilkan tidak sesuai dengan yang diberikan . kamar di foto yang ditampilkan tampa .,"[{'term': 'kamar', 'opinion': 'foto kamar yang ditampilkan tidak sesuai dengan yang diberikan', 'polarity': 'negative'}]"
348,347,"murah , bersih , dan cukup nyaman . tetapi toiletnya masih harus diperbaiki .","[{'term': 'toiletnya', 'opinion': 'harus diperbaiki', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'murah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'cukup nyaman', 'polarity': 'positive'}]"
349,348,sahur lupa diantar ke kamar padahal sudah pesan . hotelnya suram tetapi kamar oke .,"[{'term': 'sahur', 'opinion': 'lupa diantar ke kamar padahal sudah pesan', 'polarity': 'negative'}, {'term': 'hotelnya', 'opinion': 'suram', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'oke', 'polarity': 'positive'}]"
350,349,"nyaman , bersih , wifi ngebutt .","[{'term': 'wifi', 'opinion': 'ngebutt', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}]"
